Topic 115 (0.01): eyes, looked, smile, time, moment, smiled, voice, head, hand, told
Topic 1088 (0.00): leisure, popular, people, activities, industry, holiday, entertainment, mass, holidays, masses
Topic 13 (0.00): residents, care, staff, home, people, resident, incontinence, person, assistant, time
Topic 375 (0.00): sexual, social, relationships, worker, sex, child, sexuality, relationship, situation, activity
Topic 1265 (0.00): condition, fender, guitar, bass, excellent, watt, combo, mint, amp, immaculate
Topic 1467 (0.00): secret, mystery, blah, secrecy, secrets, hidden, mysteries, time, truth, enigma
Topic 426 (0.00): document, register, signed, signature, paragraph, transfer, steed, power, rectification, society
Topic 522 (0.00): nuisance, odour, local, health, public, odours, authority, act, abatement, premises
Topic 254 (0.00): police, social, world, institution, real, system, research, insider, uniform, detective
Topic 1315 (0.00): eating, anorexia, weight, body, anorexic, food, bulimia, time, eat, disorders
Topic 549 (0.00): leadership, leader, style, leaders, task, styles, situation, subordinates, people, qualities
Topic 99 (0.00): matt, aunt, words, voice, time, office, ling, bush, table, spoke
Topic 1131 (0.00): exposure, conditions, measurements, light, reference, card, stability, growth, illumination, leaf
Topic 270 (0.00): school, goldsmiths, company, master, governors, appointed, grammar, boys, headmaster, sir
Topic 552 (0.00): carrier, bill, bills, carriers, cargo, carriage, party, delivery, freight, ocean
Topic 365 (0.00): ken, pat, told, carry, time, people, apricot, wrote, called, series
Topic 751 (0.00): tale, dame, miller, wife, tales, character, monk, characters, clerk, merchant
Topic 747 (0.00): children, panel, social, parents, department, hearing, islands, reporter, families, time
Topic 263 (0.00): rugs, rug, items, designs, weaving, design, quality, nomadic, village, workshop
Topic 507 (0.00): hazel, fiver, bigwig, rabbit, rabbits, warren, blackberry, grass, cowslip, dandelion
Topic 103 (0.00): mind, creatures, subtle, physical, human, mental, creature, species, nature, humans
Topic 518 (0.00): army, corps, gen, forces, eighth, soviet, surrendered, surrender, day, troops
Topic 119 (0.00): speaker, utterance, interpretation, hearer, context, relevance, relevant, meaning, utterances, contextual
Topic 1190 (0.00): doctor, time, looked, spike, shouted, planet, walked, stood, replied, continued
Topic 884 (0.00): captain, midnight, silver, brigadier, substitute, marshal, ship, time, girl, thee
Topic 853 (0.00): ski, skiing, snow, slopes, skiers, skis, slope, resorts, mountain, alpine
Topic 460 (0.00): security, information, warrant, national, warrants, official, home, surveillance, government, issued
Topic 1243 (0.00): tribunal, tribunals, appeal, representation, industrial, decision, adjudication, hearing, procedure, parties
Topic 1071 (0.00): customs, officers, smuggling, cutter, time, cutters, officer, excise, crew, sea
Topic 376 (0.00): bell, clock, bells, alarm, ringing, rang, ring, time, clocks, sound
Topic 1213 (0.00): rare, tip, occasions, iceberg, rarely, reason, occasional, frequently, extremely, frequent
Topic 1415 (0.00): mother, eve, sister, convent, nuns, nun, child, sisters, school, life
Topic 1097 (0.00): free, freedom, liberty, mar, choose, people, enjoy, advice, society, follow
Topic 1117 (0.00): pupils, vision, visual, visually, pupil, handicapped, children, child, sight, teacher
Topic 1318 (0.00): gender, language, masculine, feminine, women, male, sexist, sex, feminists, female
Topic 1444 (0.00): society, building, report, valuation, societies, surveyor, survey, valuations, surveyors, valuer
Topic 897 (0.00): ted, train, line, bridge, box, signal, railway, strange, driver, night
Topic 271 (0.00): law, judges, legal, political, people, integrity, convention, community, decisions, justice
Topic 42 (0.00): moon, life, time, sign, month, sun, astrology, financial, chart, stars
Topic 380 (0.00): common, sense, shared, share, denominator, time, ground, practice, similar, lowest
Topic 157 (0.00): chart, graph, charts, time, graphs, diagram, line, bar, information, draw
Topic 1067 (0.00): polish, poles, solidarity, city, east, league, nations, industrial, eastern, economic
Topic 565 (0.00): flag, flags, red, union, white, stripes, national, stars, anthem, flying
Topic 173 (0.00): hypnosis, regression, time, patient, mind, therapy, subconscious, life, session, person
Topic 1033 (0.00): jimmy, storm, door, wall, hell, lightning, office, reception, basement, windows
Topic 1413 (0.00): tony, time, round, villa, home, tumbleweed, aunt, told, wood, yer
Topic 22 (0.00): bishop, archdeacon, gray, canon, dean, miss, church, inspector, spruce, clergy
Topic 60 (0.00): park, car, parks, parking, euro, theme, time, visitors, magic, national
Topic 1272 (0.00): programme, programmes, solution, oral, chapter, time, success, mothers, phase, therapy
Topic 663 (0.00): rational, reason, rationality, enlightenment, modern, irrational, science, modernity, values, progress
Topic 1384 (0.00): carol, fucking, hitch, fuck, told, looked, porter, hand, kill, nodded
Topic 559 (0.00): claim, claims, claimant, pursuer, procedure, proof, obtained, report, party, settlement
Topic 865 (0.00): positive, negative, positively, false, attitude, result, response, real, negatively, comments
Topic 760 (0.00): party, swan, conference, hyacinth, hotel, sir, john, chairman, grand, time
Topic 840 (0.00): causal, effect, circumstance, connection, effects, occurred, events, true, conditions, conditional
Topic 454 (0.00): square, metres, metre, exercise, fraction, triangle, length, measurements, measurement, fractions
Topic 26 (0.00): betting, bet, money, gambling, racing, win, lottery, odds, bets, levy
Topic 118 (0.00): field, modular, students, fields, student, modules, polytechnic, module, staff, academic
Topic 478 (0.00): joy, happiness, happy, life, people, pleasure, love, emotions, feeling, lives
Topic 710 (0.00): pattern, design, patterns, screen, colour, squares, stitch, program, colours, section
Topic 1205 (0.00): type, types, forms, main, form, range, found, common, considered, listed
Topic 569 (0.00): alien, strange, odd, experience, time, aliens, nature, curious, extraordinary, phenomenon
Topic 363 (0.00): body, bodies, human, bodily, governing, mass, head, drawing, subject, organs
Topic 49 (0.00): movement, movements, action, time, established, struggle, free, unity, people, influence
Topic 357 (0.00): box, boxes, lid, tick, cardboard, time, inside, chocolates, front, empty
Topic 1240 (0.00): strategy, strategies, game, player, tit, tat, defect, optimal, equilibrium, players
Topic 773 (0.00): hector, aye, lass, clan, lad, father, lady, son, mother, castle
Topic 1064 (0.00): repeat, leg, times, stretch, raise, thigh, forwards, tummy, relax, holding
Topic 1121 (0.00): palace, league, cup, division, appearances, fa, football, season, crystal, club
Topic 990 (0.00): memory, arousal, driving, studies, task, performance, situations, recall, subjects, memories
Topic 1106 (0.00): bull, senator, chuck, jungle, rice, boy, father, buffalo, moi, moment
Topic 830 (0.00): section, court, transaction, person, party, subsection, sections, contravention, transactions, concerned
Topic 312 (0.00): shell, shells, snail, species, snails, growth, found, prey, feeding, form
Topic 551 (0.00): sir, rose, prince, dickens, inspector, poison, lord, table, added, hotel
Topic 907 (0.00): service, court, served, summons, committal, post, notice, form, document, writ
Topic 787 (0.00): wave, waves, surfing, surfers, beach, surf, werewolf, shore, board, water
Topic 1451 (0.00): lifeboat, rescue, crew, institution, station, lifeboats, boat, service, sea, search
Topic 1331 (0.00): dawn, practice, surgery, paused, vet, looked, veterinary, time, added, stopped
Topic 560 (0.00): brownies, brownie, pack, owl, fielding, daddy, guides, penny, home, mummy
Topic 670 (0.00): medical, doctors, consultants, training, house, senior, consultant, time, junior, officers
Topic 521 (0.00): sentence, sentences, context, passage, subjects, syntactic, word, words, information, processing
Topic 606 (0.00): board, circuit, components, artwork, light, copper, layout, box, circuits, printed
Topic 400 (0.00): losses, insurance, quarter, business, underwriting, market, loss, claims, premium, profit
Topic 493 (0.00): colonel, hope, colt, time, daughter, lake, miss, sir, wood, father
Topic 1322 (0.00): butler, father, lordship, time, gentlemen, gentleman, hall, sir, miss, days
Topic 933 (0.00): bill, bills, time, provisions, fair, house, act, introduced, reading, pay
Topic 1454 (0.00): secretary, sentence, tariff, life, prisoner, review, period, release, parole, view
Topic 870 (0.00): max, dictionary, entries, text, entry, system, supplement, lexicographers, oxford, dictionaries
Topic 239 (0.00): ayatollah, religious, fundamentalism, political, revolution, verses, satanic, gulf, mosque, west
Topic 936 (0.00): lily, daisy, drew, polo, pony, ponies, randy, angel, dancer, play
Topic 302 (0.00): trade, offence, consumer, false, section, advertisement, trading, description, person, trader
Topic 223 (0.00): science, scientific, religious, nature, religion, natural, earth, system, universe, motion
Topic 548 (0.00): position, positions, left, time, move, taking, consequence, similar, starting, head
Topic 961 (0.00): names, called, named, surnames, nomenclature, surname, naming, proper, christian, famous
Topic 1102 (0.00): loss, lost, losses, lose, suffered, gains, means, suffer, losing, time
Topic 484 (0.00): teeth, dental, dentist, mouth, tooth, dentists, fluoride, jaw, decay, gums
Topic 284 (0.00): cake, icing, cakes, marzipan, chocolate, cut, paper, top, dry, royal
Topic 986 (0.00): patient, physiotherapist, treatment, rehabilitation, balance, therapist, walking, occupational, movements, carer
Topic 1045 (0.00): separate, separation, single, split, isolation, separated, time, divide, divided, separately
Topic 1446 (0.00): space, empty, spaces, time, storage, separate, filled, move, idea, distance
Topic 492 (0.00): ring, rings, lord, evil, story, merry, time, rosemary, characters, dark
Topic 1040 (0.00): charity, gift, charities, gifts, charitable, giving, covenant, aid, donor, donations
Topic 662 (0.00): seat, chair, seats, belt, front, chairs, sit, belts, car, rear
Topic 1475 (0.00): smith, john, left, time, smiths, brown, deputy, found, real, bill
Topic 1189 (0.00): blocks, block, tower, building, flats, flat, apartment, floor, build, built
Topic 852 (0.00): influence, pressure, influences, strong, exerted, exert, powerful, strength, time, pressures
Topic 1305 (0.00): dragon, dragons, wizard, magic, time, looked, sword, gold, box, weasel
Topic 326 (0.00): ham, west, labour, cooperative, alliance, local, political, guild, cooperation, municipal
Topic 31 (0.00): model, pitch, helicopter, rotor, tail, speed, blades, forward, cyclic, control
Topic 52 (0.00): social, implicit, representations, prejudice, attitudes, explicit, representation, rhetorical, universal, historical
Topic 1417 (0.00): solution, optimal, tableau, objective, variables, row, function, section, constraint, pivot
Topic 289 (0.00): language, student, drills, drill, helper, words, teacher, sentence, learning, items
Topic 248 (0.00): green, pike, greens, planet, church, earth, mum, dad, spiritualist, aliens
Topic 128 (0.00): welsh, walker, office, time, secretary, national, development, valleys, bay, county
Topic 176 (0.00): march, late, held, joint, time, date, days, month, council, called
Topic 1202 (0.00): mask, masks, moved, silk, steel, creature, grant, time, deck, ship
Topic 532 (0.00): desire, pleasure, desires, boon, pain, action, mills, romance, happiness, pleasures
Topic 1216 (0.00): person, game, children, circle, round, child, time, party, trick, leader
Topic 297 (0.00): form, forms, content, words, set, time, fill, reference, basic, separate
Topic 807 (0.00): home, care, support, development, action, project, clients, control, officer, services
Topic 1440 (0.00): mike, bailey, ace, replied, time, job, team, ash, imp, told
Topic 1288 (0.00): branch, branches, mums, support, contact, recruitment, newsletter, local, meetings, membership
Topic 1024 (0.00): statements, statement, meaning, sentences, true, belief, attitude, false, sentence, attitudes
Topic 1342 (0.00): top, bottom, left, middle, time, ten, corner, cut, lot, opposite
Topic 1270 (0.00): grant, angel, prophet, enemy, sect, rocky, oriental, night, house, control
Topic 1032 (0.00): roach, peg, maggot, match, anglers, fish, canal, bridge, bream, river
Topic 1409 (0.00): uncle, gravity, dick, space, light, round, hole, time, professor, beams
Topic 1209 (0.00): truth, means, life, principle, nature, absolute, action, sense, moral, unity
Topic 48 (0.00): code, codes, practice, coding, source, read, assembly, insignia, time, binary
Topic 1267 (0.00): link, chain, links, chains, linked, network, linking, connections, connected, connection
Topic 903 (0.00): bees, bee, flowers, pollen, food, honey, wasp, hive, flower, nectar
Topic 1160 (0.00): censorship, obscene, library, public, libraries, material, association, obscenity, act, publications
Topic 1042 (0.00): people, government, lineage, image, peace, tribe, lineages, shaikhs, shaikh, quarrels
Topic 389 (0.00): bed, beds, double, bedroom, mattress, single, sheets, duvet, linen, blankets
Topic 1306 (0.00): sensation, pain, sensations, resemblance, bear, white, teddy, meaning, feeling, object
Topic 690 (0.00): arms, badge, coat, regiment, white, worn, gold, cap, blue, royal
Topic 1360 (0.00): mark, marks, trade, dew, sister, daisy, registered, time, registration, marking
Topic 567 (0.00): buyer, description, purpose, quality, contract, implied, sale, condition, seller, sample
Topic 425 (0.00): column, table, row, columns, spreadsheet, tables, rows, data, cell, step
Topic 428 (0.00): stretch, times, arms, recipe, steps, page, served, yogurt, record, jog
Topic 30 (0.00): blind, sight, touch, vision, sense, hearing, smell, senses, eyes, eye
Topic 828 (0.00): monster, ma, pa, corrie, foundling, time, hospital, stop, pigeon, feel
Topic 34 (0.00): possessed, punishment, crime, ad, murder, notebooks, suicide, underground, time, novelist
Topic 1070 (0.00): probability, probabilities, chance, random, theory, odds, improbable, life, time, origin
Topic 192 (0.00): memory, synthesis, protein, biochemical, brain, learning, training, cellular, proteins, chick
Topic 904 (0.00): mason, pageant, angel, boy, wagon, god, stage, play, father, head
Topic 318 (0.00): nutty, nails, bean, jazz, biddy, team, swimming, firelight, time, horses
Topic 586 (0.00): primary, secondary, tertiary, prevention, primaries, stage, involved, specific, time, direct
Topic 1437 (0.00): formal, informal, meetings, procedures, informally, formally, time, extent, involved, means
Topic 1293 (0.00): army, salvation, burrows, jeopardy, people, time, corps, officers, officer, amber
Topic 698 (0.00): virgin, pistols, sex, company, record, draper, fields, airline, industry, business
Topic 1046 (0.00): travellers, caravan, police, site, gypsies, people, caravans, gypsy, local, festival
Topic 1036 (0.00): collector, magistrate, hall, cholera, time, garrison, padre, harry, residency, moment
Topic 1228 (0.00): headmaster, mould, time, school, day, corridors, replied, matron, corridor, teachers
Topic 155 (0.00): message, messages, mail, send, read, time, printed, electronic, received, note
Topic 503 (0.00): teacher, program, pupils, teaching, unit, teachers, pupil, material, lesson, designer
Topic 740 (0.00): folly, hunter, voice, flowers, time, miss, girl, bowl, lion, rose
Topic 1445 (0.00): century, assembly, city, spartan, king, war, fourth, evidence, time, called
Topic 1290 (0.00): bob, john, eddy, time, poor, round, office, god, cigarette, people
Topic 320 (0.00): joint, venture, ventures, collaboration, spillovers, share, firms, cooperative, common, rivals
Topic 1449 (0.00): force, forces, task, weak, strong, driving, time, attraction, pull, simply
Topic 1374 (0.00): radiator, window, power, property, double, road, cupboard, rear, gas, access
Topic 430 (0.00): vines, champagne, vineyards, vine, village, slopes, wines, grapes, metres, vineyard
Topic 906 (0.00): doc, dead, hawk, girl, left, time, elder, daughter, jitters, wally
Topic 1049 (0.00): ladder, left, lift, jump, crate, lifts, collect, fall, climb, wall
Topic 288 (0.00): bar, court, judges, inns, barrister, barristers, law, chambers, inn, courts
Topic 1138 (0.00): rogers, plane, squadron, adjutant, blunt, planes, enemy, bloody, looked, pilot
Topic 92 (0.00): offline, item, media, items, system, lifespan, time, type, manager, types
Topic 1411 (0.00): premises, visitor, occupier, duty, person, trespasser, care, reasonable, act, common
Topic 937 (0.00): riven, bicker, horses, hills, eyes, people, gnomes, giants, sword, dark
Topic 814 (0.00): awareness, aware, spontaneous, choice, viewpoints, means, moved, imperative, viewpoint, spontaneously
Topic 991 (0.00): canoe, paddle, water, canoeing, paddling, boat, slalom, strokes, kayak, boats
Topic 1151 (0.00): change, form, computer, procedure, manager, tape, report, completed, date, request
Topic 821 (0.00): balance, equilibrium, weight, balanced, time, balancing, means, imbalance, nature, loss
Topic 1436 (0.00): economy, production, law, accumulation, socialist, economic, equilibrium, period, development, transition
Topic 928 (0.00): version, versions, text, narrative, story, original, sequence, sentences, sentence, short
Topic 1441 (0.00): dean, hopper, film, jack, time, easy, rider, movie, rebel, acting
Topic 1230 (0.00): hall, halls, town, time, exhibition, left, home, church, royal, family
Topic 373 (0.00): ice, chocolate, cream, bar, mars, rink, bars, skating, cocoa, skates
Topic 461 (0.00): mark, plan, plant, peters, corporation, replied, united, motors, investment, sanders
Topic 694 (0.00): magnetic, sun, field, compass, pole, earth, direction, sense, north, pigeons
Topic 1366 (0.00): diving, dive, underwater, divers, depth, diver, time, water, metres, surface
Topic 955 (0.00): red, cross, white, time, green, tape, scarlet, lake, herring, crisp
Topic 753 (0.00): kids, kid, round, gang, time, people, school, lot, street, gangs
Topic 761 (0.00): external, internal, internally, externally, control, organization, individual, contrast, situation, forms
Topic 754 (0.00): partly, time, reputation, due, career, official, experience, remembered, inclined, effect
Topic 187 (0.00): genuine, fake, counterfeit, standards, original, authenticity, trading, forgery, forgeries, real
Topic 994 (0.00): bread, baker, bakery, loaf, loaves, cakes, baking, butter, bakers, baked
Topic 768 (0.00): victor, rune, monster, time, previous, knowledge, life, beneath, tower, creature
Topic 1223 (0.00): half, hour, quarter, time, dozen, fear, quarters, job, answer, minutes
Topic 742 (0.00): base, bases, military, naval, facilities, air, bay, access, presence, agreement
Topic 1175 (0.00): pound, poetry, cantos, canto, poet, verse, time, poem, poets, land
Topic 1245 (0.00): habit, habits, bad, anxiety, time, behaviour, people, learn, anxious, food
Topic 496 (0.00): ti, aah, lamb, father, farm, mother, bob, round, lass, shepherd
Topic 464 (0.00): forest, friar, sack, leader, thin, horses, crane, smoke, time, unicorn
Topic 577 (0.00): effort, rewards, reward, performance, satisfaction, motivation, job, drawing, direction, time
Topic 1399 (0.00): ship, time, curb, planet, emissary, told, cabin, ships, people, courier
Topic 335 (0.00): notice, representative, rules, intervention, person, appointed, board, appeal, business, union
Topic 473 (0.00): speaker, time, person, utterance, pronouns, reference, addressee, languages, situation, location
Topic 450 (0.00): target, targets, set, time, setting, achieved, reduction, progress, aim, strategy
Topic 169 (0.00): variable, variables, effect, causal, relationship, figure, law, proportions, break, people
Topic 1031 (0.00): rainbow, warrior, time, taxi, aunt, hear, nice, mirror, home, rabbi
Topic 854 (0.00): division, divisions, labour, transfer, divisional, divided, enterprise, separate, branches, single
Topic 1180 (0.00): ray, jazz, blues, album, charlie, time, savoy, quartet, piano, bass
Topic 856 (0.00): guide, answer, cost, business, asset, profit, future, loss, question, fixed
Topic 1387 (0.00): lipstick, eyes, colour, eye, mascara, powder, beauty, shades, skin, brush
Topic 683 (0.00): ember, friend, blue, meanings, time, mind, inside, mars, woman, company
Topic 1148 (0.00): days, day, weeks, period, time, months, week, ten, count, waiting
Topic 1495 (0.00): pieces, piece, puzzle, jigsaw, cube, fit, edges, found, moves, edge
Topic 837 (0.00): jump, parachute, jumping, drop, chute, air, parachutes, time, jumps, ground
Topic 654 (0.00): key, keys, lock, keyboard, pic, spectrum, handle, door, iron, tablet
Topic 1236 (0.00): bunny, cork, asbestos, dotty, dump, grace, factory, potter, harbour, waste
Topic 101 (0.00): frank, time, guess, mothers, started, couple, running, giving, news, words
Topic 514 (0.00): taxpayer, revenue, commissioners, commissioner, inland, profits, angelica, tax, business, inspector
Topic 707 (0.00): probes, probe, clones, orbits, trajectories, set, map, strange, equations, parameter
Topic 361 (0.00): gap, gaps, filled, fill, barrier, junctions, filling, time, barriers, tight
Topic 909 (0.00): bishop, railway, castle, tickets, line, craven, arms, ticket, junction, book
Topic 405 (0.00): looked, city, compound, girl, time, body, scribe, capital, found, left
Topic 992 (0.00): gaily, lavender, faith, sister, woman, ma, friend, mind, mother, miss
Topic 260 (0.00): market, competition, competitive, resource, process, opportunity, entrepreneurial, decisions, opportunities, compete
Topic 1203 (0.00): ha, dog, sergeant, uncle, hedgehog, water, vole, ducks, time, beast
Topic 1485 (0.00): flora, topaz, piers, marquis, kitty, honor, girl, time, mind, west
Topic 784 (0.00): rumours, rumour, speculation, gossip, time, stories, spread, heard, circulating, fiddling
Topic 340 (0.00): brown, time, john, white, team, job, beginning, swamp, short, diamonds
Topic 1499 (0.00): iris, rose, dieter, jack, magic, tricks, trick, hand, spades, clubs
Topic 764 (0.00): program, form, laws, process, programs, variables, normal, finite, processes, variable
Topic 1023 (0.00): option, options, price, share, exercise, call, contracts, profit, shares, written
Topic 91 (0.00): van, den, time, transit, driver, vans, drive, move, coypu, parked
Topic 718 (0.00): child, return, court, children, mother, article, father, convention, custody, judge
Topic 1003 (0.00): reaction, chain, amplification, primers, products, samples, single, sequencing, specific, sample
Topic 1128 (0.00): ward, ah, ye, iris, time, nodded, suddenly, hell, mist, fur
Topic 589 (0.00): data, figure, log, values, line, transformation, smooth, smoothing, curve, plot
Topic 1048 (0.00): boots, leather, boot, sole, walking, comfortable, foot, straps, lining, front
Topic 862 (0.00): threat, threats, violence, blackmail, demand, force, fear, coercion, threatened, posed
Topic 1371 (0.00): christian, tom, melody, forest, gipsy, farm, manor, cottage, putt, dolly
Topic 1125 (0.00): fen, cabin, gypsy, water, boat, time, told, galley, bunk, realised
Topic 211 (0.00): action, check, hammer, actions, stein, piano, pianos, key, string, checks
Topic 1022 (0.00): martin, time, harry, mick, house, bye, martins, hope, master, hit
Topic 542 (0.00): barney, iris, rick, police, time, afternoon, ring, poor, class, murder
Topic 1026 (0.00): head, tail, heads, tails, body, neck, length, skull, circumference, packer
Topic 315 (0.00): badgers, badger, hedgehogs, animals, hedgehog, wildlife, foxes, sett, fox, animal
Topic 509 (0.00): dot, dear, baby, people, time, loopy, nice, brown, till, heard
Topic 510 (0.00): trolley, shopping, supermarket, queue, barrow, trolleys, time, front, shelf, people
Topic 562 (0.00): toad, toads, frogs, water, pond, tadpoles, amphibians, frog, desert, ponds
Topic 1304 (0.00): arrow, bow, don, arrows, archers, blue, archer, shoot, bows, target
Topic 975 (0.00): mice, rats, rat, mouse, animals, mutant, cage, time, breeding, cages
Topic 479 (0.00): gentle, chant, time, assassin, marlin, pie, dominion, street, replied, dead
Topic 332 (0.00): page, pages, top, insert, comment, printed, time, details, section, line
Topic 179 (0.00): skinhead, skinheads, skins, style, mods, youth, teddy, clothes, class, teds
Topic 988 (0.00): mad, madness, insane, reason, insanity, asylum, sane, lunatic, mental, time
Topic 919 (0.00): school, education, section, governors, preference, parental, admission, committee, criteria, authority
Topic 278 (0.00): phase, phases, transition, time, development, bravo, normal, final, separation, cycle
Topic 4 (0.00): flow, flows, rate, flowing, deep, stream, channel, streams, ebb, time
Topic 321 (0.00): green, thrush, dotty, rector, lulling, dear, time, house, curdle, doctor
Topic 1282 (0.00): fax, machine, machines, modem, send, faxes, software, modems, serial, facsimile
Topic 1110 (0.00): teachers, school, attitudes, review, schools, scheme, booklet, secondary, positive, report
Topic 858 (0.00): player, hamlet, pause, king, coin, heads, tragedians, upstage, time, dead
Topic 1041 (0.00): set, sets, elements, table, items, required, complete, write, deviance, element
Topic 868 (0.00): instruments, instrument, harpsichord, musical, organ, rue, makers, martin, draft, flutes
Topic 203 (0.00): scale, scales, economies, shapes, shape, scope, degree, involved, means, level
Topic 126 (0.00): recognition, government, republic, interim, foreign, united, control, country, international, governments
Topic 202 (0.00): motivation, low, morale, pay, lack, performance, terms, time, status, service
Topic 894 (0.00): plural, reference, interpretation, singular, representation, mapping, schema, schemata, continuations, description
Topic 384 (0.00): pip, dickens, miss, biddy, gentleman, expectations, life, sister, forge, characters
Topic 1317 (0.00): rate, rates, forward, spot, exchange, future, market, risk, expected, sweat
Topic 729 (0.00): telephone, call, tape, conversation, lab, tapes, conversations, calls, phone, customers
Topic 864 (0.00): patients, colitis, pouch, operation, disease, restorative, bowel, pelvic, features, indeterminate
Topic 1052 (0.00): crisis, crises, system, penal, account, legitimacy, riots, collapse, sense, orthodox
Topic 687 (0.00): autonomy, person, autonomous, desires, means, action, relation, freedom, treated, rational
Topic 568 (0.00): air, balloon, balloons, hot, airship, tyre, flight, flying, airships, gas
Topic 913 (0.00): ash, earthquake, earthquakes, building, quake, buildings, seismic, ground, scale, magnitude
Topic 689 (0.00): clause, clauses, effect, subordinate, time, main, condition, subject, relative, read
Topic 709 (0.00): tax, companies, offshore, foreign, company, havens, holding, international, haven, profits
Topic 516 (0.00): angel, angels, parson, time, dairy, mind, church, cows, archangel, noble
Topic 1116 (0.00): carter, jimmy, president, jack, time, war, carters, operation, admiral, matter
Topic 696 (0.00): children, mode, explanations, deductive, task, causal, linguistic, temporal, empirical, ability
Topic 635 (0.00): twins, twin, pairs, identical, genetic, concordance, pair, girls, roman, healthy
Topic 573 (0.00): mouse, fox, wolf, mickey, buttons, boy, time, bachelor, button, dog
Topic 1328 (0.00): federal, forum, civic, democratic, republic, movement, lands, communist, christian, premier
Topic 708 (0.00): tube, tubes, ear, hearing, children, glue, fluid, operation, surgery, insertion
Topic 846 (0.00): attendance, pupils, truancy, school, schools, absence, absent, parents, staff, absenteeism
Topic 725 (0.00): basil, gray, lord, art, picture, west, riding, vane, portrait, life
Topic 154 (0.00): insurance, policy, accident, office, loss, liability, nuclear, matter, service, premium
Topic 735 (0.00): tug, woman, people, voice, gun, time, round, hank, dale, family
Topic 634 (0.00): fat, controller, time, caravan, cliff, university, fellow, flesh, woman, world
Topic 843 (0.00): rob, heather, evening, time, moment, party, office, cottage, flat, diary
Topic 1383 (0.00): hill, para, time, top, curry, sunny, white, rowan, steep, people
Topic 842 (0.00): robot, robots, star, computer, animals, humans, zoo, human, spaceship, animal
Topic 1486 (0.00): deposit, assignment, deposits, institution, entitled, bank, depositor, section, person, compensation
Topic 1233 (0.00): boss, hit, hard, time, tough, times, bosses, bullying, head, sly
Topic 67 (0.00): time, spare, cam, life, reports, writing, devote, valuable, hands, monkey
Topic 888 (0.00): kit, garage, garages, stockade, islanders, time, settlement, cedar, decoy, tree
Topic 688 (0.00): string, strings, racket, tennis, tension, conker, frame, players, system, graphite
Topic 142 (0.00): gran, josh, cup, time, grandmother, brotherhood, father, crazy, round, hills
Topic 412 (0.00): television, genre, genres, generic, forms, parody, difference, time, cinema, theory
Topic 748 (0.00): parsons, knight, oxford, time, armour, reasons, fart, doubt, terrible, stand
Topic 71 (0.00): ford, jaguar, car, sierra, escort, company, fiesta, motor, time, week
Topic 1406 (0.00): continue, time, level, grow, clement, sustain, base, changing, hand, tendency
Topic 1448 (0.00): salt, dick, sea, time, water, rubbed, pepper, pinch, found, people
Topic 1456 (0.00): nan, grandad, titch, mum, uncle, head, time, auntie, father, embankment
Topic 502 (0.00): neutrality, neutral, principles, justice, conception, political, principle, doctrine, equal, parties
Topic 356 (0.00): community, hart, life, beads, manhood, violence, ideal, peaceful, time, moral
Topic 235 (0.00): major, minor, key, keys, movements, mode, air, final, cantatas, cantata
Topic 811 (0.00): sheila, frog, girls, magician, puddle, time, frogs, school, potion, pupils
Topic 1369 (0.00): call, calls, response, butcher, calling, beck, time, alarm, called, caller
Topic 121 (0.00): capacity, plant, individual, time, excess, maximum, spare, output, process, shortage
Topic 1080 (0.00): passive, cooper, active, voice, subject, agent, actor, edges, action, inactive
Topic 1329 (0.00): sixth, seventh, fourth, eighth, ninth, time, tenth, term, started, held
Topic 1385 (0.00): neighbours, neighbour, neighbourhood, time, day, boundary, street, door, neighbouring, people
Topic 325 (0.00): nail, nails, varnish, time, coffin, polish, puffing, hands, life, cuticles
Topic 208 (0.00): fog, mist, time, dense, thick, evening, foggy, screen, slow, visible
Topic 210 (0.00): giants, grand, met, bay, coach, horn, city, hermitage, time, buffalo
Topic 165 (0.00): chambers, chamber, commerce, john, provincial, gas, city, time, scooter, freshman
Topic 253 (0.00): path, volunteers, project, canal, towpath, volunteer, time, spokes, site, upgrading
Topic 1381 (0.00): appearance, appears, appearances, attractive, blue, sense, reason, object, unattractive, true
Topic 131 (0.00): grade, absence, sickness, grades, rates, low, spells, short, health, differences
Topic 879 (0.00): apple, mac, pie, echo, parry, macs, native, code, quorum, emulation
Topic 1393 (0.00): matter, direct, character, time, enter, subject, possibility, concern, nature, impertinent
Topic 752 (0.00): stringer, remains, time, picture, writing, remain, mammoth, conditions, woolly, lives
Topic 1176 (0.00): conspiracy, front, national, pen, rhetoric, theory, argument, extreme, world, tradition
Topic 39 (0.00): fall, falls, rise, time, falling, tack, pales, insignificance, hoover, tee
Topic 1185 (0.00): stop, cuckoo, operation, time, personal, message, bird, desk, bloody, telegram
Topic 306 (0.00): hard, soft, singer, time, rogers, harder, book, hyphen, hyphens, qualities
Topic 668 (0.00): robin, hood, time, people, collage, bit, sitting, company, personal, riding
Topic 358 (0.00): moment, time, thinking, slug, lighthouse, reporter, significance, human, moments, lighthouses
Topic 951 (0.00): fort, wade, highlands, worth, glen, mats, islands, sic, highland, time
Topic 605 (0.00): forester, bicycle, postman, time, wheel, black, bicycles, handlebars, hard, days
Topic 945 (0.00): frame, frames, snooker, break, breaks, lees, time, white, table, framework
