Topic 115 (0.01): eyes, looked, smile, time, moment, voice, smiled, told, mind, head
Topic 110 (0.00): track, time, heading, outbound, needle, aircraft, approach, attitude, wind, position
Topic 867 (0.00): ye, aye, wee, bull, violet, yer, sonny, ah, ma, woman
Topic 1467 (0.00): secret, mystery, blah, secrets, secrecy, mysteries, hidden, book, world, suspect
Topic 13 (0.00): residents, staff, care, home, resident, people, incontinence, person, assistant, clients
Topic 1083 (0.00): milk, cheese, cheeses, cow, dairy, cows, flavour, formula, butter, traditional
Topic 890 (0.00): rabbits, rabbit, ferret, ferrets, burrow, net, hole, time, nets, ground
Topic 518 (0.00): army, corps, gen, forces, eighth, surrendered, soviet, troops, surrender, force
Topic 981 (0.00): safe, dangerous, danger, time, risk, harm, safety, real, bald, security
Topic 507 (0.00): hazel, fiver, bigwig, rabbit, rabbits, warren, blackberry, grass, cowslip, silver
Topic 1165 (0.00): function, functions, functional, perform, structure, essential, exercise, functioning, simple, performed
Topic 375 (0.00): sexual, social, relationships, worker, child, sexuality, activity, sex, society, effect
Topic 747 (0.00): children, panel, social, parents, hearing, department, families, islands, reporter, time
Topic 1243 (0.00): tribunal, tribunals, appeal, representation, procedure, adjudication, hearing, industrial, decision, parties
Topic 1144 (0.00): television, campaign, readers, party, bias, labour, perceptions, press, news, conservative
Topic 549 (0.00): leadership, leader, style, leaders, task, subordinates, styles, situation, people, manager
Topic 552 (0.00): carrier, bill, bills, carriers, cargo, party, delivery, carriage, freight, ocean
Topic 522 (0.00): nuisance, odour, local, public, health, odours, authority, act, abatement, premises
Topic 1071 (0.00): customs, officers, smuggling, cutter, cutters, officer, time, excise, crew, smugglers
Topic 376 (0.00): bell, clock, bells, alarm, ringing, time, rang, ring, clocks, church
Topic 270 (0.00): school, goldsmiths, company, master, grammar, governors, appointed, headmaster, sir, boys
Topic 1131 (0.00): conditions, exposure, measurements, card, stability, reference, light, leaf, growth, illumination
Topic 26 (0.00): money, betting, bet, gambling, racing, win, odds, lottery, pools, levy
Topic 569 (0.00): strange, alien, odd, time, experience, curious, phenomenon, extraordinary, ago, sense
Topic 263 (0.00): rugs, rug, items, weaving, designs, design, quality, nomadic, oriental, workshop
Topic 42 (0.00): moon, time, life, sign, month, sun, astrology, chart, financial, future
Topic 99 (0.00): matt, aunt, time, office, voice, words, ling, bush, barbecue, short
Topic 173 (0.00): hypnosis, regression, time, patient, therapy, mind, subconscious, session, life, subject
Topic 271 (0.00): law, judges, legal, political, integrity, people, convention, justice, decisions, principle
Topic 853 (0.00): ski, skiing, snow, slopes, skis, skiers, slope, mountain, resorts, alpine
Topic 254 (0.00): police, social, world, real, institution, uniform, insider, detective, system, culture
Topic 656 (0.00): card, cards, credit, finch, visa, time, express, trump, access, switch
Topic 1088 (0.00): leisure, popular, people, industry, activities, entertainment, holiday, mass, social, movies
Topic 1067 (0.00): polish, poles, solidarity, city, east, industrial, league, commission, eastern, population
Topic 1213 (0.00): rare, tip, occasions, iceberg, rarely, occasional, frequently, reason, extremely, difficult
Topic 897 (0.00): ted, train, line, bridge, box, railway, signal, time, night, strange
Topic 1444 (0.00): society, building, report, societies, valuation, surveyor, survey, surveyors, house, mortgage
Topic 830 (0.00): section, court, transaction, person, party, subsection, contravention, concerned, transactions, sections
Topic 751 (0.00): tale, dame, wife, miller, tales, character, monk, characters, text, clerk
Topic 1097 (0.00): free, freedom, liberty, mar, speech, people, choose, follow, act, tyranny
Topic 454 (0.00): square, metres, metre, exercise, decimal, fraction, length, measurement, triangle, answer
Topic 1190 (0.00): doctor, looked, time, spike, planet, shouted, walked, replied, stood, continued
Topic 663 (0.00): rational, reason, rationality, enlightenment, irrational, science, modern, modernity, philosophy, individual
Topic 1413 (0.00): tony, time, round, wood, villa, aunt, tumbleweed, home, yer, bland
Topic 365 (0.00): ken, pat, told, carry, time, people, apricot, called, peter, series
Topic 565 (0.00): flag, flags, red, union, white, stars, stripes, national, world, people
Topic 380 (0.00): common, sense, shared, share, denominator, time, ground, features, similar, practice
Topic 559 (0.00): claim, claims, claimant, pursuer, proof, time, procedure, settlement, obtained, party
Topic 22 (0.00): bishop, archdeacon, gray, canon, dean, inspector, church, spruce, clergy, cathedral
Topic 1033 (0.00): jimmy, storm, wall, door, lightning, hell, office, floor, rain, windows
Topic 1106 (0.00): bull, senator, chuck, jungle, boy, father, moi, buffalo, rice, van
Topic 60 (0.00): park, car, parks, parking, euro, theme, visitors, national, people, time
Topic 118 (0.00): field, modular, students, fields, student, modules, polytechnic, module, staff, academic
Topic 1205 (0.00): type, types, main, considered, time, forms, listed, difference, found, common
Topic 1415 (0.00): mother, eve, sister, convent, nuns, nun, child, sisters, time, school
Topic 1117 (0.00): pupils, vision, visual, visually, handicapped, pupil, children, child, teacher, sight
Topic 1318 (0.00): gender, language, women, masculine, feminine, male, sex, feminists, sexist, female
Topic 840 (0.00): causal, effect, circumstance, connection, effects, events, occurred, true, circumstances, conditions
Topic 1384 (0.00): carol, fucking, hitch, fuck, looked, told, porter, hand, nodded, kill
Topic 363 (0.00): body, bodies, human, bodily, mass, means, figure, drawing, governing, subject
Topic 1121 (0.00): palace, league, division, cup, season, crystal, appearances, fa, football, goals
Topic 1064 (0.00): leg, repeat, times, stretch, thigh, raise, forwards, relax, holding, tummy
Topic 312 (0.00): shell, shells, snail, species, snails, size, found, growth, prey, feeding
Topic 760 (0.00): swan, party, conference, hyacinth, grand, hotel, chairman, sir, archer, john
Topic 49 (0.00): movement, movements, action, established, time, unity, establish, struggle, free, active
Topic 521 (0.00): sentence, sentences, context, information, passage, word, subjects, syntactic, processing, words
Topic 907 (0.00): service, court, served, summons, committal, post, writ, form, document, copy
Topic 710 (0.00): pattern, design, patterns, screen, colour, squares, program, stitch, colours, section
Topic 560 (0.00): brownies, brownie, pack, owl, fielding, guide, daddy, penny, mummy, guides
Topic 1454 (0.00): secretary, sentence, tariff, life, review, prisoner, period, release, home, parole
Topic 1240 (0.00): strategy, strategies, game, player, tit, tat, defect, optimal, equilibrium, players
Topic 865 (0.00): positive, negative, false, positively, attitude, lack, time, difference, negatively, found
Topic 670 (0.00): medical, doctors, training, consultants, senior, house, time, consultant, junior, teaching
Topic 400 (0.00): losses, insurance, quarter, underwriting, market, loss, business, premiums, claims, premium
Topic 990 (0.00): memory, arousal, driving, studies, recall, situations, task, performance, subjects, subjective
Topic 1451 (0.00): lifeboat, rescue, crew, station, institution, lifeboats, boat, service, sea, search
Topic 787 (0.00): wave, waves, surfing, beach, surfers, surf, werewolf, board, shore, sorrel
Topic 157 (0.00): chart, graph, charts, graphs, time, diagram, bar, data, shown, line
Topic 478 (0.00): joy, happiness, happy, life, love, pleasure, people, unhappiness, emotions, contentment
Topic 1272 (0.00): programme, programmes, solution, oral, time, chapter, implementation, mothers, therapy, diarrhoea
Topic 1331 (0.00): dawn, practice, vet, surgery, paused, looked, veterinary, added, stopped, laughed
Topic 302 (0.00): trade, offence, consumer, false, section, advertisement, trading, description, supply, business
Topic 773 (0.00): hector, aye, lass, lad, clan, father, lady, castle, time, day
Topic 493 (0.00): colonel, hope, colt, time, daughter, lake, father, wood, sir, miss
Topic 223 (0.00): science, scientific, religion, nature, religious, earth, universe, natural, motion, system
Topic 933 (0.00): bill, bills, time, provisions, introduced, passed, pay, house, drawn, reading
Topic 357 (0.00): box, boxes, lid, cardboard, time, tick, front, inside, chocolates, wooden
Topic 1202 (0.00): mask, masks, steel, creature, silk, ship, grant, time, deck, gas
Topic 936 (0.00): lily, daisy, drew, polo, pony, ponies, randy, angel, dancer, time
Topic 492 (0.00): ring, rings, lord, story, evil, rosemary, merry, time, characters, sense
Topic 1040 (0.00): charity, gift, charities, charitable, gifts, giving, covenant, donor, aid, foster
Topic 1322 (0.00): butler, father, lordship, gentlemen, time, hall, gentleman, miss, days, sir
Topic 961 (0.00): names, called, named, surnames, surname, nomenclature, naming, common, proper, spelling
Topic 548 (0.00): position, positions, taking, move, time, advantage, changed, consequence, starting, left
Topic 551 (0.00): sir, rose, prince, dickens, poison, lord, inspector, added, table, imperial
Topic 662 (0.00): seat, chair, seats, belt, front, chairs, sit, belts, car, sitting
Topic 1102 (0.00): loss, lost, losses, lose, gains, losing, suffered, suffer, means, time
Topic 239 (0.00): ayatollah, religious, fundamentalism, revolution, verses, satanic, death, political, war, western
Topic 870 (0.00): max, dictionary, entries, text, entry, system, supplement, lexicographers, dictionaries, oxford
Topic 986 (0.00): patient, physiotherapist, treatment, rehabilitation, movements, balance, therapist, walking, occupational, carer
Topic 1024 (0.00): statements, statement, meaning, sentences, true, attitude, belief, sentence, theory, truth
Topic 1440 (0.00): mike, bailey, ace, replied, job, team, time, ash, left, told
Topic 484 (0.00): teeth, dental, dentist, tooth, mouth, dentists, fluoride, jaw, gums, plaque
Topic 1305 (0.00): dragon, dragons, wizard, magic, gold, time, sword, looked, box, luggage
Topic 289 (0.00): language, student, drills, drill, helper, teacher, learning, words, sentence, substitution
Topic 52 (0.00): social, implicit, representations, attitudes, prejudice, explicit, representation, rhetorical, modern, psychological
Topic 1417 (0.00): solution, optimal, tableau, objective, row, variables, section, function, constraints, constraint
Topic 284 (0.00): cake, icing, cakes, marzipan, cut, paper, chocolate, top, royal, fondant
Topic 326 (0.00): ham, west, labour, cooperative, alliance, local, guild, political, cooperation, council
Topic 1446 (0.00): space, spaces, empty, time, storage, sense, move, left, filled, separate
Topic 1288 (0.00): branch, branches, mums, support, newsletter, recruitment, contact, local, meetings, membership
Topic 606 (0.00): board, circuit, components, artwork, layout, copper, light, box, component, printed
Topic 532 (0.00): desire, pleasure, desires, pain, boon, mills, romance, satisfaction, action, happiness
Topic 128 (0.00): welsh, walker, office, secretary, development, valleys, national, north, bay, hunt
Topic 852 (0.00): influence, pressure, influences, exerted, powerful, exert, strong, time, exercise, strength
Topic 1045 (0.00): separate, separation, split, single, separated, divide, isolation, time, distinct, separately
Topic 31 (0.00): model, helicopter, pitch, rotor, tail, speed, blades, forward, rotors, cyclic
Topic 1342 (0.00): top, bottom, left, ten, cut, middle, line, position, lower, time
Topic 1270 (0.00): grant, angel, prophet, enemy, sect, night, oriental, rocky, house, sheriff
Topic 1475 (0.00): smith, john, time, smiths, deputy, fall, brown, mo, tony, left
Topic 176 (0.00): march, announced, time, held, date, month, months, due, control, capital
Topic 1267 (0.00): link, links, chain, chains, linked, network, linking, connections, connected, connection
Topic 48 (0.00): code, codes, practice, coding, source, written, time, conduct, assembly, insignia
Topic 807 (0.00): home, care, support, development, project, action, clients, control, officer, sample
Topic 1189 (0.00): block, blocks, tower, flats, building, flat, apartment, floor, canary, build
Topic 1437 (0.00): formal, informal, meetings, procedures, time, informally, process, formally, situation, networks
Topic 248 (0.00): green, pike, greens, planet, aliens, earth, church, mum, friends, dad
Topic 1032 (0.00): roach, peg, maggot, anglers, match, fish, canal, bridge, bream, river
Topic 1209 (0.00): truth, means, life, nature, principle, absolute, moral, ideal, action, sense
Topic 690 (0.00): arms, badge, coat, regiment, worn, white, gold, blue, cap, royal
Topic 34 (0.00): possessed, punishment, crime, ad, notebooks, murder, underground, suicide, suffering, letter
Topic 425 (0.00): column, table, columns, row, spreadsheet, tables, rows, cell, step, sum
Topic 1070 (0.00): probability, probabilities, chance, random, theory, origin, life, improbable, odds, project
Topic 903 (0.00): bees, bee, flowers, pollen, food, wasp, honey, flower, hive, dance
Topic 1409 (0.00): uncle, gravity, dick, light, space, round, time, hole, beams, beetles
Topic 318 (0.00): nutty, nails, bean, jazz, biddy, swimming, team, time, firelight, school
Topic 1042 (0.00): people, government, lineage, image, tribe, peace, lineages, shaikhs, quarrels, shaikh
Topic 586 (0.00): primary, secondary, tertiary, prevention, primaries, stage, special, level, purpose, middle
Topic 428 (0.00): stretch, times, arms, recipe, page, served, steps, yogurt, record, jog
Topic 1306 (0.00): sensation, pain, sensations, bear, teddy, resemblance, white, meaning, feeling, question
Topic 1216 (0.00): person, game, children, circle, round, child, party, leader, trick, chosen
Topic 297 (0.00): form, forms, content, words, fill, single, time, short, basic, reference
Topic 320 (0.00): joint, venture, ventures, collaboration, firms, spillovers, share, cooperative, projects, innovation
Topic 1293 (0.00): army, salvation, burrows, jeopardy, people, time, corps, officers, life, amber
Topic 698 (0.00): virgin, pistols, sex, record, company, draper, fields, industry, business, airline
Topic 1445 (0.00): century, assembly, spartan, city, called, king, fourth, war, period, empire
Topic 1046 (0.00): travellers, caravan, police, site, people, gypsies, caravans, gypsy, local, festival
Topic 192 (0.00): memory, protein, synthesis, brain, biochemical, learning, synapses, proteins, training, chicks
Topic 389 (0.00): bed, beds, double, bedroom, mattress, single, sheets, linen, duvet, blankets
Topic 1160 (0.00): censorship, library, obscene, public, libraries, association, obscenity, material, ban, act
Topic 1449 (0.00): force, forces, task, strong, weak, strength, driving, approach, short, time
Topic 1360 (0.00): mark, marks, trade, sister, dew, time, daisy, suppose, registered, marking
Topic 994 (0.00): bread, baker, loaf, bakery, loaves, baking, cakes, butter, bakers, sliced
Topic 1290 (0.00): bob, john, eddy, poor, time, office, cigarette, hand, god, sat
Topic 1036 (0.00): collector, magistrate, time, hall, cholera, padre, garrison, residency, harry, banqueting
Topic 1374 (0.00): window, radiator, power, road, double, property, rear, cupboard, gas, access
Topic 821 (0.00): balance, equilibrium, balanced, weight, time, maintain, means, balancing, imbalance, stable
Topic 567 (0.00): description, purpose, buyer, contract, quality, sale, condition, implied, seller, sample
Topic 740 (0.00): folly, hunter, flowers, voice, girl, lion, time, roses, miss, women
Topic 92 (0.00): offline, item, media, items, system, lifespan, time, manager, type, option
Topic 1151 (0.00): change, form, computer, procedure, manager, tape, date, completed, request, table
Topic 503 (0.00): teacher, program, pupils, teaching, unit, pupil, teachers, material, classroom, lesson
Topic 1411 (0.00): premises, visitor, occupier, duty, person, trespasser, reasonable, care, common, act
Topic 991 (0.00): canoe, paddle, water, canoeing, paddling, boats, boat, slalom, kayak, strokes
Topic 904 (0.00): mason, angel, pageant, play, god, stage, boy, wagon, father, words
Topic 288 (0.00): bar, court, judges, inns, barrister, barristers, chambers, inn, law, visitors
Topic 1138 (0.00): rogers, plane, adjutant, blunt, squadron, planes, enemy, looked, church, time
Topic 828 (0.00): ma, monster, pa, corrie, foundling, paddy, time, hospital, feel, father
Topic 155 (0.00): message, messages, mail, read, send, time, electronic, printed, receive, note
Topic 1228 (0.00): headmaster, mould, time, school, day, corridors, replied, teachers, matron, cried
Topic 937 (0.00): riven, bicker, people, hills, giants, gnomes, fire, eyes, beer, horses
Topic 1366 (0.00): diving, dive, divers, underwater, depth, diver, water, metres, surface, time
Topic 1049 (0.00): lift, ladder, left, lifts, wall, crate, fall, climb, jump, collect
Topic 430 (0.00): vines, champagne, vine, vineyards, slopes, village, wines, grapes, metres, vineyard
Topic 814 (0.00): awareness, aware, spontaneous, choice, viewpoints, moved, means, imperative, viewpoint, situation
Topic 1436 (0.00): economy, production, accumulation, law, economic, socialist, period, primitive, equilibrium, soviet
Topic 1223 (0.00): half, hour, quarter, time, dozen, halves, answer, world, fear, complete
Topic 373 (0.00): ice, cream, chocolate, bar, mars, rink, hockey, skating, bars, cocoa
Topic 496 (0.00): ti, aah, lamb, father, mother, farm, bob, round, shepherd, aye
Topic 906 (0.00): doc, dead, hawk, time, elder, days, girl, wally, jitters, town
Topic 1441 (0.00): dean, hopper, jack, film, time, movie, easy, rider, western, rebel
Topic 928 (0.00): version, versions, narrative, text, story, original, sequence, final, comparison, short
Topic 464 (0.00): forest, friar, sack, thin, leader, crane, horses, time, unicorn, smoke
Topic 761 (0.00): internal, external, internally, individual, externally, organization, function, time, resources, contrast
Topic 754 (0.00): partly, due, reputation, time, reasons, occasionally, reason, difficulties, complex, experience
Topic 30 (0.00): blind, sight, touch, vision, eyes, sense, hearing, eye, senses, smell
Topic 1175 (0.00): pound, poetry, cantos, time, canto, poet, verse, poem, poets, literary
Topic 1180 (0.00): ray, jazz, blues, quartet, drums, savoy, charlie, guitar, alto, piano
Topic 1245 (0.00): habit, habits, bad, anxiety, learn, behaviour, time, anxious, food, people
Topic 753 (0.00): kids, round, kid, gang, time, school, lot, street, people, corner
Topic 1230 (0.00): hall, halls, town, exhibition, home, time, royal, public, church, left
Topic 854 (0.00): division, divisions, labour, divided, divisional, transfer, separate, enterprise, branches, technical
Topic 955 (0.00): red, cross, white, green, tape, herring, scarlet, pole, crisp, lion
Topic 742 (0.00): base, bases, military, naval, facilities, air, access, bay, agreement, presence
Topic 1399 (0.00): ship, time, curb, planet, told, emissary, cabin, found, courier, ships
Topic 461 (0.00): mark, plan, plant, peters, corporation, united, sanders, investment, motors, replied
Topic 1236 (0.00): bunny, cork, asbestos, dump, grace, dotty, factory, potter, harbour, lily
Topic 694 (0.00): magnetic, sun, compass, field, earth, pole, direction, sense, north, pigeons
Topic 1495 (0.00): pieces, piece, jigsaw, puzzle, cube, found, called, fit, time, moves
Topic 514 (0.00): revenue, taxpayer, commissioners, commissioner, inland, angelica, profits, tax, business, special
Topic 856 (0.00): guide, answer, business, cost, asset, profit, costs, sales, question, future
Topic 837 (0.00): jump, parachute, jumping, chute, drop, parachutes, time, jumps, air, landing
Topic 768 (0.00): victor, rune, time, monster, beneath, price, previous, creature, stood, knowledge
Topic 335 (0.00): notice, representative, person, rules, intervention, appeal, appointed, union, business, board
Topic 187 (0.00): genuine, fake, counterfeit, trading, standards, authenticity, original, forgeries, fakes, forgery
Topic 450 (0.00): target, targets, set, time, setting, progress, aim, strategy, achieve, short
Topic 1128 (0.00): ward, ah, ye, iris, time, suddenly, nodded, fur, mist, hand
Topic 683 (0.00): ember, friend, blue, meanings, mars, mind, inside, time, imminence, company
Topic 1203 (0.00): ha, dog, sergeant, uncle, hedgehog, ducks, water, vole, garden, time
Topic 784 (0.00): rumours, rumour, gossip, time, speculation, heard, stories, people, spread, circulating
Topic 1003 (0.00): reaction, chain, amplification, primers, products, samples, single, sequencing, sample, cultures
Topic 1023 (0.00): option, options, price, exercise, share, call, profit, contracts, shares, underlying
Topic 1371 (0.00): christian, tom, melody, gipsy, forest, farm, manor, cottage, putt, camp
Topic 1148 (0.00): days, day, weeks, period, time, months, week, count, month, sickness
Topic 473 (0.00): speaker, person, time, reference, utterance, pronouns, languages, addressee, situation, location
Topic 1022 (0.00): martin, time, harry, bye, mick, run, top, road, master, ward
Topic 405 (0.00): body, girl, looked, city, time, compound, house, scribe, found, daughter
Topic 169 (0.00): variables, variable, effect, causal, relationship, figure, law, proportions, break, age
Topic 1499 (0.00): iris, rose, dieter, magic, jack, tricks, hand, trick, diamond, spades
Topic 718 (0.00): child, return, court, children, mother, article, custody, convention, father, removal
Topic 1387 (0.00): lipstick, eyes, mascara, colour, powder, eye, lips, skin, beauty, foundation
Topic 211 (0.00): action, check, actions, hammer, piano, stein, pianos, key, player, hammers
Topic 1125 (0.00): fen, cabin, water, gypsy, boat, time, galley, told, bunk, night
Topic 1031 (0.00): rainbow, warrior, taxi, time, aunt, rabbi, mirror, hear, apostate, dyke
Topic 577 (0.00): effort, rewards, reward, performance, satisfaction, motivation, job, drawing, extrinsic, time
Topic 101 (0.00): frank, time, guess, job, started, series, mothers, news, fellow, couple
Topic 1485 (0.00): flora, topaz, piers, marquis, kitty, time, honor, girl, west, god
Topic 654 (0.00): key, keys, lock, keyboard, pic, spectrum, tablet, lever, time, door
Topic 707 (0.00): probes, probe, clones, orbits, trajectories, strange, map, heater, clone, set
Topic 260 (0.00): market, competition, competitive, resource, opportunity, process, opportunities, entrepreneurial, decisions, competitors
Topic 1026 (0.00): head, tail, heads, tails, body, neck, length, skull, time, circumference
Topic 992 (0.00): gaily, lavender, faith, woman, sister, ma, friend, mind, miss, cat
Topic 909 (0.00): bishop, railway, castle, tickets, line, arms, craven, ticket, junction, plans
Topic 332 (0.00): page, pages, insert, printed, top, road, comment, line, details, leader
Topic 764 (0.00): program, form, laws, process, programs, variables, normal, processes, variable, finite
Topic 589 (0.00): data, figure, log, values, transformation, line, smooth, smoothing, chapter, curve
Topic 862 (0.00): threat, threats, violence, blackmail, force, fear, demand, threatened, coercion, person
Topic 315 (0.00): badgers, badger, animals, hedgehog, hedgehogs, foxes, sett, wildlife, fox, animal
Topic 1041 (0.00): set, sets, elements, time, table, required, items, element, memory, write
Topic 1048 (0.00): boots, leather, boot, sole, walking, comfortable, front, straps, crampons, lining
Topic 91 (0.00): van, den, time, transit, driver, vans, city, appearing, drive, move
Topic 4 (0.00): flow, flows, time, flowing, system, deep, stream, channel, streams, direction
Topic 509 (0.00): dot, dear, baby, time, loopy, nice, people, brown, coat, day
Topic 542 (0.00): barney, iris, rick, police, time, ring, afternoon, class, round, girl
Topic 361 (0.00): gap, gaps, filled, fill, barrier, junctions, filling, tight, time, barriers
Topic 1304 (0.00): arrow, bow, don, arrows, archers, archer, blue, bows, shoot, target
Topic 510 (0.00): trolley, shopping, supermarket, queue, barrow, trolleys, front, shelf, time, shop
Topic 562 (0.00): toad, water, toads, frogs, pond, tadpoles, amphibians, frog, desert, ponds
Topic 340 (0.00): brown, time, team, shorter, diamonds, john, bring, beginning, leading, figures
Topic 868 (0.00): instruments, instrument, harpsichord, musical, organ, martin, rue, time, flutes, makers
Topic 975 (0.00): mice, rats, rat, animals, mouse, mutant, cage, breeding, time, shown
Topic 479 (0.00): gentle, chant, time, assassin, marlin, pie, dominion, street, replied, sleet
Topic 858 (0.00): player, hamlet, pause, king, coin, heads, tragedians, upstage, death, dead
Topic 1110 (0.00): teachers, school, attitudes, review, schools, scheme, booklet, secondary, positive, questionnaire
Topic 321 (0.00): green, thrush, dotty, rector, time, lulling, dear, winter, house, bailey
Topic 278 (0.00): phase, phases, time, final, period, bravo, transition, development, occurs, cycle
Topic 1052 (0.00): crisis, crises, system, penal, account, legitimacy, collapse, conditions, riots, orthodox
Topic 126 (0.00): government, recognition, republic, interim, foreign, united, control, country, governments, international
Topic 919 (0.00): school, education, section, governors, parental, preference, admission, act, committee, criteria
Topic 988 (0.00): madness, mad, insane, insanity, reason, lunatic, sane, asylum, mental, lunacy
Topic 568 (0.00): air, balloon, balloons, hot, airship, flying, gas, flight, ballooning, tyre
Topic 203 (0.00): scale, scales, economies, shape, shapes, scope, involved, degree, move, time
Topic 729 (0.00): telephone, call, conversation, tape, lab, conversations, tapes, calls, phone, customers
Topic 202 (0.00): motivation, low, morale, pay, performance, lack, feel, status, individual, job
Topic 894 (0.00): plural, reference, interpretation, schema, mapping, singular, schemata, representation, description, continuations
Topic 516 (0.00): angel, angels, parson, church, time, dairy, people, noble, archangel, cows
Topic 1317 (0.00): rate, forward, rates, spot, exchange, future, market, risk, expected, sweat
Topic 1282 (0.00): fax, machine, machines, modem, send, software, faxes, modems, serial, phone
Topic 179 (0.00): skinhead, skins, skinheads, style, mods, class, teddy, youth, boys, clothes
Topic 864 (0.00): patients, colitis, pouch, operation, disease, bowel, restorative, pelvic, features, indeterminate
Topic 689 (0.00): clause, clauses, subject, relative, subordinate, effect, condition, main, object, support
Topic 384 (0.00): pip, dickens, miss, biddy, gentleman, life, expectations, forge, convict, characters
Topic 687 (0.00): autonomy, person, autonomous, desires, means, desire, treated, relation, freedom, actions
Topic 843 (0.00): rob, heather, evening, time, moment, party, office, talk, flat, cottage
Topic 696 (0.00): children, mode, explanations, deductive, task, causal, linguistic, temporal, empirical, ability
Topic 708 (0.00): tube, tubes, ear, hearing, children, glue, time, fluid, surgery, operation
Topic 913 (0.00): ash, earthquake, earthquakes, building, quake, buildings, seismic, ground, magnitude, scale
Topic 846 (0.00): attendance, pupils, truancy, school, schools, absence, absent, parents, staff, absenteeism
Topic 709 (0.00): tax, companies, offshore, foreign, company, havens, holding, haven, profits, international
Topic 635 (0.00): twins, twin, identical, pairs, genetic, concordance, pair, healthy, time, affected
Topic 888 (0.00): kit, garage, garages, stockade, islanders, settlement, decoy, forest, tree, cedar
Topic 67 (0.00): time, spare, cam, writing, life, reports, devote, valuable, spend, spent
Topic 1328 (0.00): federal, forum, civic, democratic, movement, republic, communist, lands, people, revolution
Topic 1116 (0.00): carter, jimmy, president, jack, time, war, carters, operation, bad, house
Topic 842 (0.00): robot, robots, computer, star, animals, humans, zoo, spaceship, animal, buff
Topic 412 (0.00): television, genre, genres, generic, forms, parody, time, difference, narrative, cinema
Topic 154 (0.00): insurance, policy, accident, office, nuclear, loss, liability, damage, service, matter
Topic 725 (0.00): basil, gray, lord, art, picture, west, riding, vane, life, portrait
Topic 735 (0.00): tug, woman, people, gun, voice, hank, eyes, time, dale, round
Topic 748 (0.00): parsons, knight, oxford, time, accept, stand, original, fart, armour, terrible
Topic 235 (0.00): major, minor, key, keys, mode, movements, air, flat, cantatas, change
Topic 142 (0.00): gran, josh, grandmother, time, brotherhood, cup, hills, crazy, judge, sighed
Topic 1383 (0.00): hill, para, time, white, top, curry, sunny, rowan, people, blackberry
Topic 121 (0.00): capacity, plant, time, process, capital, individual, maximum, excess, experienced, result
Topic 688 (0.00): string, strings, racket, tennis, tension, system, conker, frame, graphite, power
Topic 1080 (0.00): cooper, passive, active, voice, subject, agent, actor, action, edges, inactive
Topic 208 (0.00): fog, time, mist, dense, thick, moment, foggy, evening, fogs, visible
Topic 356 (0.00): community, hart, life, ideal, beads, manhood, peaceful, women, time, hunter
Topic 1233 (0.00): boss, hit, hard, time, tough, bosses, bullying, times, hours, sly
Topic 71 (0.00): ford, jaguar, sierra, car, escort, fiesta, time, company, offer, deal
Topic 1486 (0.00): deposit, assignment, deposits, institution, entitled, bank, depositor, section, compensation, person
Topic 1385 (0.00): neighbours, neighbour, neighbourhood, time, day, door, boundary, street, neighbourly, evening
Topic 573 (0.00): mouse, fox, mickey, wolf, boy, buttons, bachelor, button, time, pretty
Topic 502 (0.00): neutrality, neutral, justice, principles, conception, political, principle, doctrine, position, parties
Topic 1369 (0.00): call, calls, response, butcher, calling, beck, time, alarm, routine, caller
Topic 634 (0.00): fat, controller, time, caravan, top, cliff, woman, fellow, form, opium
Topic 1448 (0.00): salt, dick, time, sea, pepper, rubbed, people, cellar, water, wounds
Topic 668 (0.00): robin, hood, day, time, people, personal, head, collage, bit, questions
Topic 1329 (0.00): sixth, seventh, fourth, eighth, ninth, time, tenth, missing, held, thirteenth
Topic 752 (0.00): stringer, remains, time, remain, mammoth, picture, lives, bucket, familiar, criticism
Topic 39 (0.00): fall, falls, rise, time, moment, tack, falling, insignificance, doubt, earth
Topic 165 (0.00): chambers, chamber, commerce, john, time, gas, provincial, yard, junior, lout
Topic 1406 (0.00): continue, time, level, clement, grow, sustain, changing, base, friends, continuing
Topic 306 (0.00): hard, soft, singer, rogers, time, harder, accepted, book, seek, hyphen
Topic 1381 (0.00): appearance, appears, attractive, appearances, blue, sense, reason, unattractive, object, impression
Topic 811 (0.00): sheila, frog, girls, magician, frogs, time, puddle, school, pupils, potion
Topic 253 (0.00): path, volunteers, project, canal, towpath, route, spokes, volunteer, union, cyclists
Topic 1038 (0.00): duck, poets, quack, labouring, ducks, century, labour, eighteenth, patronage, peeking
Topic 210 (0.00): grand, met, giants, bay, coach, city, horn, time, raiders, quarterback
Topic 1176 (0.00): conspiracy, front, national, pen, theory, rhetoric, argument, extreme, ideology, vanguard
Topic 325 (0.00): nail, nails, varnish, coffin, time, hands, remover, polish, cuticles, hammer
Topic 926 (0.00): cousin, pass, pick, time, exams, brother, passing, money, passes, accept
Topic 879 (0.00): apple, mac, pie, echo, parry, native, macs, week, emulation, quorum
Topic 1316 (0.00): candidates, resolution, spar, sentence, ambiguity, reading, set, readings, preferences, dog
Topic 973 (0.00): havoc, poison, arsenic, wreak, follow, blood, finally, destroyed, jar, time
Topic 1044 (0.00): ministry, bin, shaikh, eggs, egg, agriculture, salmonella, tubby, nuns, slaughter
Topic 1285 (0.00): nature, flea, natural, fleas, idea, time, mutilation, delicate, source, wilderness
